code,label_en,datatype,mandatory
G1-4_01,Number of convictions for violation of anti-corruption and anti- bribery laws,narrative,true
G1-4_02,Amount of fines for violation of anti-corruption and anti- bribery laws,monetary,true
G1-4_03,Prevention and detection of corruption or bribery - anti-corruption and bribery training table,table,true
G1-4_04,Number of confirmed incidents of corruption or bribery,narrative,true
G1-4_05,Information about nature of confirmed incidents of corruption or bribery,narrative,true
G1-4_06,Number of confirmed incidents in which own workers were dismissed or disciplined for corruption or bribery-related incidents,narrative,true
G1-4_07,Number of confirmed incidents relating to contracts with business partners that were terminated or not renewed due to violations related to corruption or bribery,narrative,true
G1-4_08,Information about details of public legal cases regarding corruption or bribery brought against undertaking and own workers and about outcomes of such cases,narrative,true
G1-5_01,"Information about representative(s) responsible in administrative, management and supervisory bodies for oversight of political influence and lobbying activities",narrative,false
G1-5_02,Information about financial or in-kind political contributions,narrative,true
G1-5_03,Financial political contributions made,monetary,true
G1-5_04,Amount of internal and external lobbying expenses,monetary,true
G1-5_05,Amount paid for membership to lobbying associations,monetary,true
G1-5_06,In-kind political contributions made,monetary,true
G1-5_07,Disclosure of how monetary value of in-kind contributions is estimated,narrative,false
G1-5_08,Financial and in-kind political contributions made [table],table,false
G1-5_09,Disclosure of main topics covered by lobbying activities and undertaking's main positions on these topics,narrative,true
G1-5_10,Undertaking is registered in EU Transparency Register or in equivalent transparency register in Member State,narrative,false
G1-5_11,"Information about appointment of any members of administrative, management and supervisory bodies who held comparable position in public administration in two years preceding such appointment",narrative,true
G1-5_12,The entity is legally obliged to be a member of a chamber of commerce or other organisation that represents its interests,narrative,true
G1-6_01,Average number of days to pay invoice from date when contractual or statutory term of payment starts to be calculated,narrative,true
G1-6_02,Description of undertakings standard payment terms in number of days by main category of suppliers,narrative,true
G1-6_03,Percentage of payments aligned with standard payment terms,percent,true
G1-6_04,Number of outstanding legal proceedings for late payments,narrative,true
G1-6_05,Disclosure of contextual information regarding payment practices,narrative,true
G1-GOV-1_01,"Disclosure of role of administrative, management and supervisory bodies related to business conduct",narrative,true
G1-GOV-1_02,"Disclosure of expertise of administrative, management and supervisory bodies on business conduct matters",narrative,true
G1-MDR-A_01-12,"Action plans and resources to manage its material impacts, risks, and opportunities related to corruption and bribery [see ESRS 2 - MDR-A]",narrative,true
G1-MDR-A_13-14,Disclosures to be reported if the undertaking has not adopted actions,narrative,true
G1-MDR-P_01-06,"Policies in place to manage its material impacts, risks and opportunities related to business conduct and corporate culture [see ESRS 2 MDR-P]",narrative,true
G1-MDR-P_07-08,Disclosures to be reported in case the undertaking has not adopted policies,narrative,true
GOV-1_01,Number of executive members,narrative,true
GOV-1_02,Number of non-executive members,narrative,true
GOV-1_03,Information about representation of employees and other workers,narrative,true
GOV-1_04,"Information about member's experience relevant to sectors, products and geographic locations of undertaking",narrative,true
GOV-1_05,"Percentage of members of administrative, management and supervisory bodies by gender and other aspects of diversity",percent,true
GOV-1_06,Board's gender diversity ratio,percent,true
GOV-1_07,Percentage of independent board members,percent,true
GOV-1_08,"Information about identity of administrative, management and supervisory bodies or individual(s) within body responsible for oversight of impacts, risks and opportunities",narrative,true
GOV-1_09,"Disclosure of how body's or individuals within body responsibilities for impacts, risks and opportunities are reflected in undertaking's terms of reference, board mandates and other related policies",narrative,true
GOV-1_10,"Description of management's role in governance processes, controls and procedures used to monitor, manage and oversee impacts, risks and opportunities",narrative,true
GOV-1_11,Description of how oversight is exercised over management-level position or committee to which management's role is delegated to,narrative,true
GOV-1_12,"Information about reporting lines to administrative, management and supervisory bodies",narrative,true
GOV-1_13,Disclosure of how dedicated controls and procedures are integrated with other internal functions,narrative,true
GOV-1_14,"Disclosure of how administrative, management and supervisory bodies and senior executive management oversee setting of targets related to material impacts, risks and opportunities and how progress towards them is monitored",narrative,true
GOV-1_15,"Disclosure of how administrative, management and supervisory bodies determine whether appropriate skills and expertise are available or will be developed to oversee sustainability matters",narrative,true
GOV-1_16,Information about sustainability-related expertise that bodies either directly possess or can leverage,narrative,true
GOV-1_17,"Disclosure of how sustainability-related skills and expertise relate to material impacts, risks and opportunities",narrative,true
GOV-2_01,"Disclosure of whether, by whom and how frequently administrative, management and supervisory bodies are informed about material impacts, risks and opportunities, implementation of due diligence, and results and effectiveness of policies, actions, metrics and targets adopted to address them",narrative,true
GOV-2_02,"Disclosure of how administrative, management and supervisory bodies consider impacts, risks and opportunities when overseeing strategy, decisions on major transactions and risk management process",narrative,true
GOV-2_03,"Disclosure of list of material impacts, risks and opportunities addressed by administrative, management and supervisory bodies or their relevant committees",narrative,true
GOV-2_04,Disclosure of how governance bodies ensure that appropriate mechanism for performance monitoring is in place,narrative,true
GOV-3_01,"Incentive schemes and remuneration policies linked to sustainability matters for members of administrative, management and supervisory bodies exist",narrative,true
GOV-3_02,Description of key characteristics of incentive schemes,narrative,true
GOV-3_03,"Description of specific sustainability-related targets and (or) impacts used to assess performance of members of administrative, management and supervisory bodies",narrative,true
GOV-3_04,Disclosure of how sustainability-related performance metrics are considered as performance benchmarks or included in remuneration policies,narrative,true
GOV-3_05,Percentage of variable remuneration dependent on sustainability-related targets and (or) impacts,percent,true
GOV-3_06,Description of level in undertaking at which terms of incentive schemes are approved and updated,narrative,true
GOV-4_01,Disclosure of mapping of information provided in sustainability statement about due diligence process,narrative,true
GOV-5_01,"Description of scope, main features and components of risk management and internal control processes and systems in relation to sustainability reporting",narrative,true
GOV-5_02,Description of risk assessment approach followed,narrative,true
GOV-5_03,Description of main risks identified and their mitigation strategies,narrative,true
GOV-5_04,Description of how findings of risk assessment and internal controls as regards sustainability reporting process have been integrated into relevant internal functions and processes,narrative,true
GOV-5_05,"Description of periodic reporting of findings of risk assessment and internal controls to administrative, management and supervisory bodies",narrative,true
IRO-1_01,"Description of methodologies and assumptions applied in process to identify impacts, risks and opportunities",narrative,true
IRO-1_02,"Description of process to identify, assess, prioritise and monitor potential and actual impacts on people and environment, informed by due diligence process",narrative,true
IRO-1_03,"Description of how process focuses on specific activities, business relationships, geographies or other factors that give rise to heightened risk of adverse impacts",narrative,true
IRO-1_04,Description of how process considers impacts with which undertaking is involved through own operations or as result of business relationships,narrative,true
IRO-1_05,Description of how process includes consultation with affected stakeholders to understand how they may be impacted and with external experts,narrative,true
IRO-1_06,"Description of how process prioritises negative impacts based on their relative severity and likelihood and positive impacts based on their relative scale, scope and likelihood and determines which sustainability matters are material for reporting purposes",narrative,true
IRO-1_07,"Description of process used to identify, assess, prioritise and monitor risks and opportunities that have or may have financial effects",narrative,true
IRO-1_08,Description of how connections of impacts and dependencies with risks and opportunities that may arise from those impacts and dependencies have been considered,narrative,true
IRO-1_09,"Description of how likelihood, magnitude, and nature of effects of identified risks and opportunities have been assessed",narrative,true
IRO-1_10,Description of how sustainability-related risks relative to other types of risks have been prioritised,narrative,true
IRO-1_11,Description of decision-making process and related internal control procedures,narrative,true
IRO-1_12,"Description of extent to which and how process to identify, assess and manage impacts and risks is integrated into overall risk management process and used to evaluate overall risk profile and risk management processes",narrative,true
IRO-1_13,"Description of extent to which and how process to identify, assess and manage opportunities is integrated into overall management process",narrative,false
IRO-1_14,"Description of input parameters used in process to identify, assess and manage material impacts, risks and opportunities",narrative,true
IRO-1_15,"Description of how process to identify, assess and manage impacts, risks and opportunities has changed compared to prior reporting period",narrative,true
IRO-2_01,Disclosure of list of data points that derive from other EU legislation and information on their location in sustainability statement,narrative,true
IRO-2_02,Disclosure of list of ESRS Disclosure Requirements complied with in preparing sustainability statement following outcome of materiality assessment,narrative,true
IRO-2_03,Explanation of negative materiality assessment for ESRS E1 Climate change,narrative,false
IRO-2_04,Explanation of negative materiality assessment for ESRS E2 Pollution,narrative,false
IRO-2_05,Explanation of negative materiality assessment for ESRS E3 Water and marine resources,narrative,false
IRO-2_06,Explanation of negative materiality assessment for ESRS E4 Biodiversity and ecosystems,narrative,false
IRO-2_07,Explanation of negative materiality assessment for ESRS E5 Circular economy,narrative,false
IRO-2_08,Explanation of negative materiality assessment for ESRS S1 Own workforce,narrative,false
IRO-2_09,Explanation of negative materiality assessment for ESRS S2 Workers in value chain,narrative,false
IRO-2_10,Explanation of negative materiality assessment for ESRS S3 Affected communities,narrative,false
IRO-2_11,Explanation of negative materiality assessment for ESRS S4 Consumers and end-users,narrative,false
IRO-2_12,Explanation of negative materiality assessment for ESRS G1 Business conduct,narrative,false
IRO-2_13,"Explanation of how material information to be disclosed in relation to material impacts, risks and opportunities has been determined",narrative,true
S1-10_01,"All employees are paid adequate wage, in line with applicable benchmarks",narrative,true
S1-10_02,Countries where employees earn below the applicable adequate wage benchmark [table],table,false
S1-10_03,Percentage of  employees paid below the applicable adequate wage benchmark,table,true
S1-10_04,Percentage of non-employees paid below adequate wage,table,true
S1-11_01,"All employees in own workforce are covered by social protection, through public programs or through benefits offered, against loss of income due to sickness",narrative,true
S1-11_02,"All employees in own workforce are covered by social protection, through public programs or through benefits offered, against loss of income due to unemployment starting from when own worker is working for undertaking",narrative,true
S1-11_03,"All employees in own workforce are covered by social protection, through public programs or through benefits offered, against loss of income due to employment injury and acquired disability",narrative,true
S1-11_04,"All employees in own workforce are covered by social protection, through public programs or through benefits offered, against loss of income due to parental leave",narrative,true
S1-11_05,"All employees in own workforce are covered by social protection, through public programs or through benefits offered, against loss of income due to retirement",narrative,true
S1-11_06,Social protection employees by country [table] by types of events and type of employees [including non employees],table,false
S1-11_07,"Disclosure of types of employees who are not covered by social protection, through public programs or through benefits offered, against loss of income due to sickness",narrative,false
S1-11_08,"Disclosure of types of employees who are not covered by social protection, through public programs or through benefits offered, against loss of income due to unemployment starting from when own worker is working for undertaking",narrative,false
S1-11_09,"Disclosure of types of employees who are not covered by social protection, through public programs or through benefits offered, against loss of income due to employment injury and acquired disability",narrative,false
S1-11_10,"Disclosure of types of employees who are not covered by social protection, through public programs or through benefits offered, against loss of income due to maternity leave",narrative,false
S1-11_11,"Disclosure of types of employees who are not covered by social protection, through public programs or through benefits offered, against loss of income due to retirement",narrative,false
S1-12_01,"Percentage of persons with disabilities amongst employees, subject to legal restrictions on collection of data",percent,true
S1-12_02,Percentage of employees with disabilities in own workforce breakdown by gender [table],table,true
S1-12_03,Disclosure of contextual information necessary to understand data and how data has been compiled (persons with disabilities)),narrative,true
S1-13_01,Training and skills development indicators gender [table],table,true
S1-13_02,Percentage of employees that participated in regular performance and career development reviews,percent,true
S1-13_03,Average number of training hours  by gender [table],table,true
S1-13_04,Average number of training hours per person for employees,table,true
S1-13_05,Percentage of employees that participated in regular performance and career development reviews by employee category [table],percent,true
S1-13_06,Average number of employees that participated in regular performance and career development reviews by employee category,table,true
S1-13_07,Percentage of non-employees that participated in regular performance and career development reviews,percent,true
S1-14_01,Percentage of people in its own workforce who are covered by health and safety management system based on legal requirements and (or) recognised standards or guidelines,percent,true
S1-14_02,Number of fatalities in own workforce as result of work-related injuries and work-related ill health,narrative,true
S1-14_03,Number of fatalities as result of work-related injuries and work-related ill health of other workers working on undertaking's sites,narrative,true
S1-14_04,Number of recordable work-related accidents for own workforce,narrative,true
S1-14_05,Rate of recordable work-related accidents for own workforce,percent,true
S1-14_06,Number of cases of recordable work-related ill health of employees,narrative,true
S1-14_07,"Number of days lost to work-related injuries and fatalities from work-related accidents, work-related ill health and fatalities from ill health related to employees",narrative,true
S1-14_08,Number of cases of recordable work-related ill health of non-employees,narrative,true
S1-14_09,"Number of days lost to work-related injuries and fatalities from work-related accidents, work-related ill health and fatalities from ill health realted to non-employees",narrative,true
S1-14_10,Percentage of own workforce who are covered by health and safety management system based on legal requirements and (or) recognised standards or guidelines and which has been internally audited and (or) audited or certified by external party,percent,true
S1-14_11,Description of underlying standards for internal audit or external certification of health and safety management system,narrative,true
S1-14_12,Number of cases of recordable work-related ill health detected among former own workforce,narrative,true
S1-15_01,Percentage of employees entitled to take family-related leave,percent,true
S1-15_02,Percentage of entitled employees that took family-related leave,percent,true
S1-15_03,Percentage of entitled employees that took family-related leave by gender [table],table,true
S1-15_04,All employees are entitled to family-related leaves through social policy and (or) collective bargaining agreements,narrative,true
S1-16_01,Gender pay gap,percent,true
S1-16_02,Annual total remuneration ratio,percent,true
S1-16_03,"Disclosure of contextual information necessary to understand data, how data has been compiled and other changes to underlying data that are to be considered",narrative,false
S1-16_04,Gender pay gap breakdown by employee category and/or country/segment [table],table,true
S1-16_05,Gender pay gap breakdown by employee category and ordinary basic salary and complementary/variable components,table,true
S1-16_06,Remuneration ratio adjusted for purchasing power differences between countries,percent,true
S1-16_07,Description of methodology used for calculation of remuneration ratio adjusted for purchasing power differences between countries,narrative,true
S1-17_01,Number of incidents of discrimination [table],table,true
S1-17_02,Number of incidents of discrimination,table,true
S1-17_03,Number of complaints filed through channels for people in own workforce to raise concerns,narrative,true
S1-17_04,Number of complaints filed to National Contact Points for OECD Multinational Enterprises,narrative,false
S1-17_05,"Amount of fines, penalties, and compensation for damages as result of incidents of discrimination, including harassment and complaints filed",monetary,true
S1-17_06,"Information about reconciliation of fines, penalties, and compensation for damages as result of violations regarding swork-related discrimination and harassment  with most relevant amount presented in financial statements",narrative,true
S1-17_07,"Disclosure of contextual information necessary to understand data and how data has been compiled (work-related grievances, incidents and complaints related to social and human rights matters)",narrative,false
S1-17_08,Number of severe human rights issues and incidents connected to own workforce,narrative,true
S1-17_09,Number of severe human rights issues and incidents connected to own workforce that are cases of non respect of UN Guiding Principles and OECD Guidelines for Multinational Enterprises,narrative,true
S1-17_10,No severe human rights issues and incidents connected to own workforce have occurred,narrative,true
S1-17_11,"Amount of fines, penalties, and compensation for severe human rights issues and incidents connected to own workforce",monetary,true
S1-17_12,"Information about reconciliation of amount of fines, penalties, and compensation for severe human rights issues and incidents connected to own workforce with most relevant amount presented in financial statements",narrative,true
S1-17_13,Disclosure of the status of incidents and/or complaints and actions taken,narrative,true
S1-17_14,Number of severe human rights cases where undertaking played role securing remedy for those affected,narrative,true
S1-1_01,"Policies to manage material impacts, risks and opportunities related to own workforce, including for specific groups within workforce or all own workforce",narrative,true
S1-1_02,Disclosure of explanations of significant changes to policies adopted during reporting year,narrative,true
S1-1_03,Description of relevant human rights policy commitments relevant to own workforce,narrative,true
S1-1_04,"Disclosure of general approach in relation to respect for human rights including labour rights, of people in its own workforce",narrative,true
S1-1_05,Disclosure of general approach in relation to engagement with people in its own workforce,narrative,true
S1-1_06,Disclosure of general approach in relation to measures to provide and (or) enable remedy for human rights impacts,narrative,true
S1-1_07,Disclosure of whether and how policies are aligned with relevant internationally recognised instruments,narrative,true
S1-1_08,"Policies explicitly address trafficking in human beings, forced labour or compulsory labour and child labour",narrative,true
S1-1_09,Workplace accident prevention policy or management system is in place,narrative,true
S1-1_10,Specific policies aimed at elimination of discrimination are in place,narrative,true
S1-1_11,Grounds for discrimination are specifically covered in policy,narrative,true
S1-1_12,Disclosure of specific policy commitments related to inclusion and (or) positive action for people from groups at particular risk of vulnerability in own workforce,narrative,true
S1-1_13,"Disclosure of whether and how policies are implemented through specific procedures to ensure discrimination is prevented, mitigated and acted upon once detected, as well as to advance diversity and inclusion",narrative,true
S1-1_14,"Disclosure on an illustration of the types of communication of its policies to those individuals, group of individuals or entities for whom they are relevant",narrative,true
S1-1_15,"Policies and procedures which make qualifications, skills and experience the basis for the recruitment, placement, training and advancement are in place",narrative,true
S1-1_16,"Has assigned responsibility at top management level for equal treatment and opportunities in employment, issue clear company-wide policies and procedures to guide equal employment practices, and link advancement to desired performance in this area",narrative,true
S1-1_17,Staff training on non-discrimination policies and practices are in place,narrative,true
S1-1_18,"Adjustments to the physical environment to ensure health and safety for workers, customers and other visitors with disabilities are in place",narrative,true
S1-1_19,Has evaluated whether a there is a risk that job requirements have been defined in a way that would systematically disadvantage certain groups,narrative,true
S1-1_20,"Keeping an up-to-date records on recruitment, training and promotion that provide a transparent view of opportunities for employees and their progression",narrative,true
S1-1_21,"Has put in place grievance procedures to address complaints, handle appeals and provide recourse for employees when discrimination is identified, and is alert to formal structures and informal cultural issues that can prevent employees from raising concerns and grievances",narrative,true
S1-1_22,Has programs to promote access to skills development.,narrative,true
S1-2_01,Disclosure of whether and how perspectives of own workforce  inform decisions or activities aimed at managing actual and potential  impacts,narrative,true
S1-2_02,Engagement occurs with own workforce  or their representatives,narrative,false
S1-2_03,"Disclosure of stage at which engagement occurs, type of engagement and frequency of engagement",narrative,false
S1-2_04,Disclosure of function and most senior role within undertaking that has operational responsibility for ensuring that engagement happens and that results inform undertakingâ€™s approach,narrative,false
S1-2_05,Disclosure of Global Framework Agreement or other agreements related to respect of human rights of workers,narrative,false
S1-2_06,Disclosure of how effectiveness of engagement with its own workforce  is assessed,narrative,false
S1-2_07,Disclosure of steps taken to gain insight into perspectives of people in its own workforce that may be particularly vulnerable to impacts and (or) marginalised,narrative,false
S1-2_08,Statement in case the undertaking has not adopted a general process to engage with its own workforce,narrative,false
S1-2_09,Disclosure of timeframe for adoption of general process to engage with its own workforce in case the undertaking has not adopted a general process for engagement,narrative,false
S1-2_10,Disclosure of how undertaking engages with at-risk or persons in vulnerable situations,narrative,true
S1-2_11,Disclosure of how potential barriers to engagement with people in its workforce are taken into account,narrative,true
S1-2_12,Disclosure of how people in its workforce are provided with information that is understandable and accessible through appropriate communication channels,narrative,true
S1-2_13,Disclosure of any conflicting interests that have arisen among different workers and how these conflicting interests have been resolved,narrative,true
S1-2_14,Disclosure of how undertaking seeks to respect human rights of all stakeholders engaged,narrative,true
S1-2_15,Information about effectiveness of processes for engaging with its own workforce from previous reporting periods,narrative,false
S1-3_01,Disclosure of general approach to and processes for providing or contributing to remedy where undertaking has caused or contributed to a material negative impact on people in its own workforce,narrative,true
S1-3_02,Disclosure of specific channels in place for its own workforce to raise concerns or needs directly with undertaking and have them addressed,narrative,true
S1-3_03,Third-party mechanisms are accessible to all own workforce,narrative,true
S1-3_04,Disclosure of whether and how own workforce and their workers' representatives are able to access channels at level of undertaking they are employed by or contracted to work for,narrative,true
S1-3_05,Grievance or complaints handling mechanisms related to employee matters exist,narrative,true
S1-3_06,Disclosure of processes through which undertaking supports or requires availability of channels,narrative,true
S1-3_07,Disclosure of how issues raised and addressed are tracked and monitored and how effectiveness of channels is ensured,narrative,true
S1-3_08,Disclosure of whether and how it is assessed that its own workforce is aware of and trust structures or processes as way to raise their concerns or needs and have them addressed,narrative,true
S1-3_09,Policies regarding protection against retaliation for individuals that use channels to raise concerns or needs are in place,narrative,false
S1-3_10,Statement in case the undertaking has not adopted a channel for raising concerns,narrative,false
S1-3_11,Disclosure of timeframe for channel for raising concerns to be in place,narrative,false
S1-4_01,"Description of action taken, planned or underway to prevent or mitigate negative impacts on own workforce",narrative,true
S1-4_02,Disclosure on whether and how action has been taken to provide or enable remedy in relation to actual material impact,narrative,true
S1-4_03,Description of additional initiatives or actions with primary purpose of delivering positive impacts for own workforce,narrative,true
S1-4_04,Description of how effectiveness of actions and initiatives in delivering outcomes for own workforce is tracked and assessed,narrative,true
S1-4_05,Description of process through which it identifies what action is needed and appropriate in response to particular actual or potential negative impact on own workforce,narrative,true
S1-4_06,Description of what action is planned or underway to mitigate material risks arising from impacts and dependencies on own workforce  and how effectiveness is tracked,narrative,true
S1-4_07,Description of what action is planned or underway to pursue material opportunities in relation to own workforce,narrative,true
S1-4_08,Disclosure of whether and how it is ensured that own practices do not cause or contribute to material negative impacts on own workforce,narrative,true
S1-4_09,Disclosure of resources are allocated to the management of material impacts,narrative,true
S1-4_10,Disclosure of general and specific approaches to addressing material negative impacts,narrative,true
S1-4_11,Disclosure of initiatives aimed at contributing to additional material positive impacts,narrative,true
S1-4_12,Disclosure of how far undertaking has progressed in efforts during reporting period,narrative,true
S1-4_13,Disclosure of aims for continued improvement,narrative,true
S1-4_14,Disclosure of whether and how undertaking seeks to use leverage with relevant business relationships to manage material negative impacts affecting own workforce,narrative,true
S1-4_15,"Disclosure of how the initiative, and its own involvement, is aiming to address the material impact concerned",narrative,true
S1-4_16,Disclosure of whether and how workers and workers' representatives play role in decisions regarding design and implementation of programmes or processes whose primary aim is to deliver positive impacts for workers,narrative,true
S1-4_17,Information about intended or achieved positive outcomes of programmes or processes for own workforce,narrative,true
S1-4_18,Initiatives or processes whose primary aim is to deliver positive impacts for own workforce  are designed also to support achievement of one or more of Sustainable Development Goals,narrative,true
S1-4_19,"Information about measures taken to mitigate negative impacts on workers that arise from transition to greener, climate-neutral economy",narrative,false
S1-4_20,Description of internal functions that are involved in managing impacts and types of action taken by internal functions to address negative and advance positive impacts,narrative,true
S1-5_01,Disclosure of whether and how own workforce or workforce' representatives were engaged directly in setting targets,narrative,true
S1-5_02,Disclosure of whether and how own workforce or workforce' representatives were engaged directly in tracking performance against targets,narrative,true
S1-5_03,Disclosure of whether and how own workforce or workforce' representatives were engaged directly in identifying lessons or improvements as result of undertakings performance,narrative,true
S1-5_04,Disclosure of intended outcomes to be achieved in lives of people in its own workforce,narrative,true
S1-5_05,Information about stability over time of target in terms of definitions and methodologies to enable comparability,narrative,true
S1-5_06,Disclosure of references to standards or commitments which targets are based on,narrative,true
S1-6_01,Characteristics of undertaking's employees - number of employees by gender [table],table,true
S1-6_02,Number of employees (head count),table,false
S1-6_03,Average number of employees (head count),table,false
S1-6_04,Characteristics of undertaking's employees - number of employees in countries with 50 or more employees representing at least 10% of total number of employees [table],table,true
S1-6_05,Number of employees in countries with 50 or more employees representing at least 10% of total number of employees,table,false
S1-6_06,Average number of employees in countries with 50 or more employees representing at least 10% of total number of employees,table,false
S1-6_07,Characteristics of undertaking's employees - information on employees by contract type and gender  [table],table,true
S1-6_08,Characteristics of undertaking's employees - information on employees by region [table],table,true
S1-6_09,Number of employees (head count or full-time equivalent),table,false
S1-6_10,Average number of employees (head count or full-time equivalent),table,false
S1-6_11,Number of employee who have left undertaking,narrative,true
S1-6_12,Percentage of employee turnover,percent,true
S1-6_13,Description of methodologies and assumptions used to compile data (employees),narrative,true
S1-6_14,Employees numbers are reported in head count or full-time equivalent,narrative,true
S1-6_15,Employees numbers are reported at end of reporting period/average/other methodology,narrative,true
S1-6_16,Disclosure of contextual information necessary to understand data (employees),narrative,false
S1-6_17,Disclosure of cross-reference of information reported under paragragph 50 (a) to most representative number in financial statements,narrative,true
S1-6_18,Further detailed breakdown by gender and by region [table],table,true
S1-6_19,Number of full-time employees by head count or full time equivalent,table,true
S1-6_20,Number of part-time employees by head count or full time equivalent,table,true
S1-7_01,Number of non-employees in own workforce,narrative,true
S1-7_02,Number of non-employees in own workforce - self-employed people,narrative,true
S1-7_03,Number of non-employees in own workforce - people provided by undertakings primarily engaged in employment activities,narrative,true
S1-7_04,Undertaking does not have non-employees in own workforce,narrative,true
S1-7_05,"Disclosure of the most common types of non-employees (for example, self-employed people, people provided by undertakings primarily engaged in employment activities, and other types relevant to the undertaking), their relationship with the undertaking, and the type of work that they perform.",narrative,true
S1-7_06,Description of methodologies and assumptions used to compile data (non-employees),narrative,true
S1-7_07,Non-employees numbers are reported in head count/full time equivalent,narrative,true
S1-7_08,Non-employees numbers are reported at end of reporting period/average/other methodology,narrative,true
S1-7_09,Disclosure of contextual information necessary to understand data (non-employee workers),narrative,false
S1-7_10,Description of basis of preparation of non-employees estimated number,narrative,false
S1-8_01,Percentage of total employees covered by collective bargaining agreements,percent,true
S1-8_02,Percentage of own employees covered by collective bargaining agreements are within coverage rate by country with significant employment (in the EEA),percent,true
S1-8_03,Percentage of own employees covered by collective bargaining agreements (outside EEA) by region,percent,true
S1-8_04,Working conditions and terms of employment for employees not covered by collective bargaining agreements are determined based on collective bargaining agreements that cover other employees or based on collective bargaining agreements from other undertakings,narrative,true
S1-8_05,Description of extent to which working conditions and terms of employment of non-employees in own workforce are determined or influenced by collective bargaining agreements,narrative,true
S1-8_06,Percentage of employees in country country with significant employment (in the EEA) covered by workers' representatives,percent,true
S1-8_07,"Disclosure of existence of any agreement with employees for representation by European Works Council (EWC), Societas Europaea (SE) Works Council, or Societas Cooperativa Europaea (SCE) Works Council",narrative,true
S1-8_08,Own workforce in region (non-EEA) covered by collective bargaining and social dialogue agreements by coverage rate and by region,narrative,true
S1-9_01,Gender distribution in number of employees (head count) at top management level,table,true
S1-9_02,Gender distribution in percentage of employees at top management level,percent,true
S1-9_03,Distribution of employees (head count) under 30 years old,percent,true
S1-9_04,Distribution of employees (head count) between 30 and 50 years old,percent,true
S1-9_05,Distribution of employees (head count) over 50 years old,percent,true
S1-9_06,Disclosure of own definition of top management used,narrative,false
S1-MDR-A_01-12,"Action plans and resources to manage its material impacts, risks, and opportunities related to its own workforce [see ESRS 2 - MDR-A]",narrative,true
S1-MDR-A_13-14,Disclosures to be reported if the undertaking has not adopted actions,narrative,true
S1-MDR-P_01-06,"Policies to manage material impacts, risks and opportunities related to its own workforce [see ESRS 2 MDR-P]",narrative,true
S1-MDR-P_07-08,Disclosures to be reported in case the undertaking has not adopted policies,narrative,true
S1-MDR-T_01-13,"Targets set to manage material impacts, risks and opportunities related to own workforce [see ESRS 2 - MDR-T]",narrative,true
S1-MDR-T_14-19,Disclosures to be reported if the undertaking has not adopted targets,narrative,true
S1-SBM-3_01,All people in its own workforce who can be materially impacted by undertaking are included in scope of disclosure under ESRS 2,narrative,true
S1-SBM-3_02,Description of types of employees and non-employees in its own workforce subject to material impacts,narrative,true
S1-SBM-3_03,Material negative impacts occurrence (own workforce),narrative,false
S1-SBM-3_04,Description of activities that result in positive impacts and types of employees and non-employees in its own workforce that are positively affected or could be positively affected,narrative,false
S1-SBM-3_05,Description of material risks and opportunities arising from impacts and dependencies on own workforce,narrative,true
S1-SBM-3_06,Description of material impacts on workers that may arise from transition plans for reducing negative impacts on environment and achieving greener and climate-neutral operations,narrative,true
S1-SBM-3_07,Information about type of operations at significant risk of incidents of forced labour or compulsory labour,narrative,true
S1-SBM-3_08,Information about countries or geographic areas with operations considered at significant risk of incidents of forced labour or compulsory labour,narrative,true
S1-SBM-3_09,Information about type of operations at significant risk of incidents of child labour,narrative,true
S1-SBM-3_10,Information about countries or geographic areas with operations considered at significant risk of incidents of child labour,narrative,true
S1-SBM-3_11,"Disclosure of whether and how understanding of people in its own workforce with particular characteristics, working in particular contexts, or undertaking particular activities may be at greater risk of harm has been developed",narrative,true
S1-SBM-3_12,Disclosure of which of material risks and opportunities arising from impacts and dependencies on people in its own workforce  relate to specific groups of people,narrative,true
S2-1_01,Description of relevant human rights policy commitments relevant to value chain workers,narrative,true
S2-1_02,Disclosure of general approach in relation to respect for human rights relevant to value chain workers,narrative,true
S2-1_03,Disclosure of general approach in relation to engagement with value chain workers,narrative,true
S2-1_04,Disclosure of general approach in relation to measures to provide and (or) enable remedy for human rights impacts,narrative,true
S2-1_05,"Policies explicitly address trafficking in human beings, forced labour or compulsory labour and child labour",narrative,true
S2-1_06,Undertaking has supplier code of conduct,narrative,true
S2-1_07,Provisions in supplier codes of conudct are fully in line with applicable ILO standards,narrative,true
S2-1_08,Disclosure of whether and how policies are aligned with relevant internationally recognised instruments,narrative,true
S2-1_09,"Disclosure of extent and indication of nature of cases of non-respect of the UN Guiding Principles on Business and Human Rights, ILO Declaration on Fundamental Principles and Rights at Work or OECD Guidelines for Multinational Enterprises that involve value chain workers",narrative,true
S2-1_10,Disclosure of explanations of significant changes to policies adopted during reporting year,narrative,true
S2-1_11,"Disclosure on an illustration of the types of communication of its policies to those individuals, group of individuals or entities for whom they are relevant",narrative,true
S2-2_01,Disclosure of whether and how perspectives of value chain workers inform decisions or activities aimed at managing actual and potential  impacts,narrative,true
S2-2_02,"Engagement occurs with value chain workers or their legitimate
representatives directly, or with credible proxies",narrative,false
S2-2_03,"Disclosure of stage at which engagement occurs, type of engagement and frequency of engagement",narrative,false
S2-2_04,Disclosure of function and most senior role within undertaking that has operational responsibility for ensuring that engagement happens and that results inform undertakings approach,narrative,false
